ts,dpid,opcode,src_ip,dst_ip,src_mac,dst_mac,src_ip_oct,dst_ip_oct,src_mac_b,dst_mac_b,is_request,is_reply,is_gratuitous,dst_mac_zero,req_rate_1s,mac_change_count,label
1766133102.0981786,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133102.0990748,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133103.0986288,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133103.0992534,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133104.1004126,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133104.1024578,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133105.1006532,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133105.1012602,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133106.1017113,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133106.1024787,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133107.1040523,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133107.1053479,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133108.1043057,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133108.105646,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133109.1052265,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133109.106491,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133110.1064723,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133110.107837,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133111.1070607,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133111.1077673,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133112.1076949,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133112.1082115,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133113.1094835,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133113.110806,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133114.110518,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133114.1119995,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133115.1107469,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133115.111393,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133116.1123679,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133116.1144044,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133117.113471,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133117.115047,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133118.1144505,1,1,10.0.0.2,10.0.0.3,00:00:00:00:00:02,00:00:00:00:00:00,2,3,2,0,1,0,0,1,1,0,benign
1766133118.115696,1,2,10.0.0.3,10.0.0.2,00:00:00:00:00:03,00:00:00:00:00:02,3,2,3,2,0,1,0,0,0,0,benign
1766133129.7272348,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133129.7285407,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133130.7267241,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,2,0,benign
1766133130.7273242,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133131.728304,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133131.7298172,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133132.72881,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133132.7295635,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133133.7307613,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133133.7321002,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133134.7306452,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,2,0,benign
1766133134.7311754,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133135.732393,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133135.733631,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133136.7326124,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133136.7331736,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133137.7337284,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133137.7343173,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133138.734616,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133138.7352166,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133139.7359445,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133139.7366781,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133140.736601,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133140.7372012,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133141.7377045,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133141.7383413,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133142.7394207,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133142.741294,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133143.7407303,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133143.7419813,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133144.7413785,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133144.742951,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133145.7423902,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133145.7438638,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133146.7433627,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133146.7446814,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133147.7437074,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133147.744305,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133148.744713,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133148.7453396,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133149.7456615,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133149.7463071,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133150.7473588,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133150.748552,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133151.7485762,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133151.7504292,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133152.748636,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133152.7492857,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133153.7503757,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133153.7518065,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133154.7512836,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133154.752745,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133155.752302,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133155.7535162,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133156.752664,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133156.7533708,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133157.7543879,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133157.7556276,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133158.7552915,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133158.7565897,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133159.7562451,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133159.7578611,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133160.7578592,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133160.7595625,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133161.757931,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133161.7588904,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133162.7586908,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133162.7592132,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133163.7596703,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133163.7602553,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133164.7606778,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133164.7616806,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133165.7617793,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133165.7624252,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133166.7628083,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133166.7634184,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133167.7644007,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133167.7658021,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133168.7654722,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133168.7668319,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133169.7666783,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133169.7678814,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133170.767559,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133170.7690136,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133171.7689388,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133171.770607,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133172.768653,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,2,0,benign
1766133172.769305,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133173.7696462,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133173.7702603,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133174.7706153,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133174.7711625,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133175.7724075,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133175.7737794,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133176.7732818,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133176.7749243,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133177.774351,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133177.7756045,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133178.775946,1,1,10.0.0.3,10.0.0.4,00:00:00:00:00:03,00:00:00:00:00:00,3,4,3,0,1,0,0,1,1,0,benign
1766133178.778237,1,2,10.0.0.4,10.0.0.3,00:00:00:00:00:04,00:00:00:00:00:03,4,3,4,3,0,1,0,0,0,0,benign
1766133182.166315,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133182.1676378,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133183.1667986,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133183.1676884,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133184.1682642,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133184.1696494,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133185.169109,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133185.1702344,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133186.1713855,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133186.1736267,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133187.1721923,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133187.1728785,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133188.1716611,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,2,0,benign
1766133188.1722827,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133189.1727035,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133189.174687,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133190.1740303,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133190.1750922,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133191.17462,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133191.1753058,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133192.1757135,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133192.1763988,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133193.179707,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133193.1820607,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133194.1780381,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,2,0,benign
1766133194.1792066,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133195.1802366,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133195.1823118,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133196.1802824,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133196.1814394,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133197.1813607,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133197.182917,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133198.182455,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133198.183687,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133199.1833863,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133199.184774,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133200.1843235,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133200.1855793,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133201.1856446,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133201.187436,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133202.1858199,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133202.1866207,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133203.1872494,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133203.188319,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133204.1886442,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133204.1902468,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133205.1893597,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
1766133205.1906266,1,2,10.0.0.1,10.0.0.4,00:00:00:00:00:01,00:00:00:00:00:04,1,4,1,4,0,1,0,0,0,0,benign
1766133206.190527,1,1,10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:00,4,1,4,0,1,0,0,1,1,0,benign
