accuracy,loss,val_accuracy,val_loss
0.6956350803375244,0.49845433235168457,0.6745283007621765,0.3286800980567932
0.8607943654060364,0.2778996527194977,0.9638364911079407,0.2563342750072479
0.9528116583824158,0.24257348477840424,0.9748427867889404,0.24214360117912292
0.9579237103462219,0.22544127702713013,0.9669811129570007,0.22302773594856262
0.9693275690078735,0.20770148932933807,0.9874213933944702,0.20489273965358734
0.9661816954612732,0.2042282223701477,0.9654088020324707,0.21178291738033295
0.9705072641372681,0.19127623736858368,0.9874213933944702,0.1857248842716217
0.9720802307128906,0.18001915514469147,0.9748427867889404,0.1871543675661087
0.9720802307128906,0.17289304733276367,0.9842767119407654,0.16788224875926971
0.9748328924179077,0.16422702372074127,0.9842767119407654,0.16203822195529938
0.9736531376838684,0.15938398241996765,0.9874213933944702,0.15306450426578522
0.9744396209716797,0.15047849714756012,0.9842767119407654,0.15304525196552277
0.975619375705719,0.1442580223083496,0.9795597195625305,0.143361434340477
0.9775855541229248,0.13895094394683838,0.9874213933944702,0.1343872845172882
0.9760125875473022,0.13729074597358704,0.9874213933944702,0.13281568884849548
0.9760125875473022,0.13279365003108978,0.9748427867889404,0.1331290900707245
0.9783719778060913,0.1255616694688797,0.9874213933944702,0.12152066081762314
0.9764057993888855,0.12318859249353409,0.9874213933944702,0.11764372885227203
0.9779787659645081,0.11825759708881378,0.9874213933944702,0.11782251298427582
0.975619375705719,0.11946538835763931,0.9732704162597656,0.12044074386358261
0.9787652492523193,0.11121230572462082,0.9874213933944702,0.10388679057359695
0.9791584610939026,0.10854420810937881,0.9874213933944702,0.10021878033876419
0.9736531376838684,0.11104299873113632,0.9748427867889404,0.11970881372690201
0.9799449443817139,0.10128053277730942,0.9874213933944702,0.09517239034175873
0.9795517325401306,0.10004221647977829,0.9874213933944702,0.09324385970830917
0.9775855541229248,0.09898081421852112,0.9905660152435303,0.08793593943119049
0.9783719778060913,0.09784866124391556,0.9748427867889404,0.10659795999526978
0.9767990708351135,0.09626133739948273,0.9748427867889404,0.11483147740364075
0.9811246395111084,0.09089615941047668,0.9779874086380005,0.09359458088874817
0.9811246395111084,0.0881827175617218,0.9905660152435303,0.0773988887667656
0.9811246395111084,0.08549141883850098,0.9905660152435303,0.0765548124909401
0.9815179109573364,0.08318246155977249,0.9811320900917053,0.0804523304104805
0.9823043942451477,0.08041182905435562,0.9905660152435303,0.07042939960956573
0.9807314276695251,0.08231869339942932,0.9905660152435303,0.07614035904407501
0.9815179109573364,0.08039584755897522,0.9905660152435303,0.07178506255149841
0.9791584610939026,0.0803544744849205,0.9905660152435303,0.06489171832799911
0.9834840893745422,0.07679272443056107,0.9905660152435303,0.06654093414545059
0.9834840893745422,0.07363694161176682,0.9905660152435303,0.0622037909924984
0.9815179109573364,0.07757141441106796,0.9905660152435303,0.06091500446200371
0.9819111227989197,0.0722694993019104,0.9905660152435303,0.0656365230679512
0.9834840893745422,0.07238674908876419,0.9905660152435303,0.058131009340286255
0.9842705726623535,0.0681796446442604,0.9905660152435303,0.058690395206213
0.98505699634552,0.06753326952457428,0.9905660152435303,0.05586254596710205
0.9846637845039368,0.06654150038957596,0.9905660152435303,0.055127646774053574
0.9834840893745422,0.06942801177501678,0.9905660152435303,0.05539099872112274
0.9830908179283142,0.06621246039867401,0.9905660152435303,0.054310284554958344
0.9830908179283142,0.06708672642707825,0.9905660152435303,0.05355959013104439
0.9838773012161255,0.06456442177295685,0.9905660152435303,0.05112922191619873
0.9830908179283142,0.062188770622015,0.9905660152435303,0.055226825177669525
0.9838773012161255,0.06415662914514542,0.9905660152435303,0.050096869468688965
